Sexo;Grupo quinquenal de edad;País de nacimiento;Nacionalidad;País destino;Periodo;Total
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2014S1;2
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2013S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2013S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2012S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2012S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2011S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2011S1;5
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2010S2;5
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2010S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2009S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2009S1;2
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2008S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Pakistán;2008S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2021S1;21
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2020S2;17
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2020S1;47
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2019S2;15
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2019S1;14
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2018S2;16
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2018S1;21
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2017S2;30
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2017S1;19
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2016S2;18
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2016S1;14
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2015S2;24
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2015S1;14
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2014S2;20
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2014S1;13
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2013S2;8
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2013S1;12
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2012S2;13
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2012S1;8
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2011S2;20
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2011S1;11
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2010S2;22
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2010S1;7
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2009S2;21
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2009S1;19
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2008S2;12
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de Asia;2008S1;11
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2021S1;5
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2020S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2020S1;6
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2019S2;8
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2019S1;7
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2018S2;2
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2018S1;6
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2017S2;4
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2017S1;3
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2016S2;7
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2016S1;8
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2015S2;9
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2015S1;7
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2014S2;10
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2014S1;3
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2013S2;3
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2013S1;8
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2012S2;7
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2012S1;4
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2011S2;9
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2011S1;2
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2010S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2010S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2009S2;2
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2009S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2008S2;5
Ambos sexos;De 15 a 19 años  ;España;Total;Oceanía ;2008S1;4
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2021S1;""
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2020S2;""
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2020S1;""
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2019S2;1.255
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2019S1;1.052
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2018S2;862
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2018S1;1.007
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2017S2;951
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2017S1;1.045
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2016S2;981
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2016S1;951
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2015S2;1.090
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2015S1;923
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2014S2;940
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2014S1;838
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2013S2;807
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2013S1;757
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2012S2;740
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2012S1;553
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2011S2;603
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2011S1;522
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2010S2;463
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2010S1;414
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2009S2;376
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2009S1;356
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2008S2;371
Ambos sexos;De 20 a 24 años;España;Total;UE28 sin España;2008S1;499
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2021S1;27
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2020S2;16
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2020S1;31
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2019S2;35
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2019S1;29
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2018S2;29
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2018S1;19
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2017S2;25
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2017S1;21
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2016S2;24
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2016S1;27
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2015S2;45
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2015S1;32
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2014S2;52
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2014S1;30
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2013S2;28
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2013S1;33
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2012S2;35
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2012S1;29
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2011S2;27
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2011S1;17
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2010S2;26
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2010S1;22
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2009S2;24
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2009S1;17
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2008S2;25
Ambos sexos;De 20 a 24 años;España;Total;Bélgica;2008S1;12
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2021S1;3
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2020S2;1
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2020S1;4
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2019S2;4
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2019S1;3
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2018S2;1
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2018S1;1
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2017S2;1
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2017S1;1
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2016S2;3
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2016S1;3
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2015S2;0
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2015S1;0
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2014S2;0
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2014S1;1
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2013S2;2
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2013S1;0
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2012S2;0
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2012S1;2
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2011S2;1
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2011S1;1
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2010S2;2
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2010S1;1
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2009S2;5
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2009S1;2
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2008S2;1
Ambos sexos;De 20 a 24 años;España;Total;Bulgaria;2008S1;1
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2021S1;35
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2020S2;14
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2020S1;33
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2019S2;54
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2019S1;52
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2018S2;13
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2018S1;15
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2017S2;11
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2017S1;19
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2016S2;21
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2016S1;33
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2015S2;30
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2015S1;13
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2014S2;5
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2014S1;9
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2013S2;8
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2013S1;9
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2012S2;6
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2012S1;11
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2011S2;10
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2011S1;6
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2010S2;8
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2010S1;9
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2009S2;9
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2009S1;4
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2008S2;4
Ambos sexos;De 20 a 24 años;España;Total;Dinamarca;2008S1;13
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2021S1;7
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2020S2;2
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2020S1;2
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2019S2;5
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2019S1;8
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2018S2;2
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2018S1;4
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2017S2;6
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2017S1;3
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2016S2;3
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2016S1;9
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2015S2;4
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2015S1;7
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2014S2;8
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2014S1;11
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2013S2;4
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2013S1;15
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2012S2;5
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2012S1;2
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2011S2;3
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2011S1;6
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2010S2;""
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2010S1;2
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2009S2;4
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2009S1;0
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2008S2;7
Ambos sexos;De 20 a 24 años;España;Total;Finlandia;2008S1;4
Ambos sexos;De 20 a 24 años;España;Total;Francia;2021S1;186
Ambos sexos;De 20 a 24 años;España;Total;Francia;2020S2;107
Ambos sexos;De 20 a 24 años;España;Total;Francia;2020S1;152
Ambos sexos;De 20 a 24 años;España;Total;Francia;2019S2;197
Ambos sexos;De 20 a 24 años;España;Total;Francia;2019S1;192
Ambos sexos;De 20 a 24 años;España;Total;Francia;2018S2;137
Ambos sexos;De 20 a 24 años;España;Total;Francia;2018S1;162
Ambos sexos;De 20 a 24 años;España;Total;Francia;2017S2;153
Ambos sexos;De 20 a 24 años;España;Total;Francia;2017S1;183
Ambos sexos;De 20 a 24 años;España;Total;Francia;2016S2;160
Ambos sexos;De 20 a 24 años;España;Total;Francia;2016S1;144
Ambos sexos;De 20 a 24 años;España;Total;Francia;2015S2;203
Ambos sexos;De 20 a 24 años;España;Total;Francia;2015S1;156
Ambos sexos;De 20 a 24 años;España;Total;Francia;2014S2;138
Ambos sexos;De 20 a 24 años;España;Total;Francia;2014S1;148
Ambos sexos;De 20 a 24 años;España;Total;Francia;2013S2;145
Ambos sexos;De 20 a 24 años;España;Total;Francia;2013S1;156
Ambos sexos;De 20 a 24 años;España;Total;Francia;2012S2;144
Ambos sexos;De 20 a 24 años;España;Total;Francia;2012S1;80
Ambos sexos;De 20 a 24 años;España;Total;Francia;2011S2;98
Ambos sexos;De 20 a 24 años;España;Total;Francia;2011S1;90
Ambos sexos;De 20 a 24 años;España;Total;Francia;2010S2;111
Ambos sexos;De 20 a 24 años;España;Total;Francia;2010S1;89
Ambos sexos;De 20 a 24 años;España;Total;Francia;2009S2;67
Ambos sexos;De 20 a 24 años;España;Total;Francia;2009S1;54
Ambos sexos;De 20 a 24 años;España;Total;Francia;2008S2;58
Ambos sexos;De 20 a 24 años;España;Total;Francia;2008S1;97
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2021S1;13
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2020S2;18
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2020S1;39
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2019S2;45
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2019S1;34
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2018S2;23
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2018S1;28
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2017S2;32
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2017S1;24
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2016S2;34
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2016S1;22
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2015S2;29
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2015S1;14
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2014S2;15
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2014S1;24
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2013S2;22
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2013S1;21
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2012S2;19
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2012S1;7
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2011S2;14
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2011S1;22
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2010S2;13
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2010S1;22
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2009S2;12
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2009S1;18
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2008S2;20
Ambos sexos;De 20 a 24 años;España;Total;Irlanda;2008S1;36
Ambos sexos;De 20 a 24 años;España;Total;Italia;2021S1;14
Ambos sexos;De 20 a 24 años;España;Total;Italia;2020S2;9
Ambos sexos;De 20 a 24 años;España;Total;Italia;2020S1;15
Ambos sexos;De 20 a 24 años;España;Total;Italia;2019S2;15
Ambos sexos;De 20 a 24 años;España;Total;Italia;2019S1;10
Ambos sexos;De 20 a 24 años;España;Total;Italia;2018S2;16
Ambos sexos;De 20 a 24 años;España;Total;Italia;2018S1;10
Ambos sexos;De 20 a 24 años;España;Total;Italia;2017S2;17
Ambos sexos;De 20 a 24 años;España;Total;Italia;2017S1;7
Ambos sexos;De 20 a 24 años;España;Total;Italia;2016S2;16
Ambos sexos;De 20 a 24 años;España;Total;Italia;2016S1;19
Ambos sexos;De 20 a 24 años;España;Total;Italia;2015S2;18
Ambos sexos;De 20 a 24 años;España;Total;Italia;2015S1;15
Ambos sexos;De 20 a 24 años;España;Total;Italia;2014S2;18
Ambos sexos;De 20 a 24 años;España;Total;Italia;2014S1;22
Ambos sexos;De 20 a 24 años;España;Total;Italia;2013S2;10
Ambos sexos;De 20 a 24 años;España;Total;Italia;2013S1;19
Ambos sexos;De 20 a 24 años;España;Total;Italia;2012S2;18
Ambos sexos;De 20 a 24 años;España;Total;Italia;2012S1;16
Ambos sexos;De 20 a 24 años;España;Total;Italia;2011S2;16
Ambos sexos;De 20 a 24 años;España;Total;Italia;2011S1;19
Ambos sexos;De 20 a 24 años;España;Total;Italia;2010S2;20
Ambos sexos;De 20 a 24 años;España;Total;Italia;2010S1;13
Ambos sexos;De 20 a 24 años;España;Total;Italia;2009S2;12
Ambos sexos;De 20 a 24 años;España;Total;Italia;2009S1;26
Ambos sexos;De 20 a 24 años;España;Total;Italia;2008S2;24
Ambos sexos;De 20 a 24 años;España;Total;Italia;2008S1;27
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2021S1;39
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2020S2;28
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2020S1;59
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2019S2;72
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2019S1;64
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2018S2;36
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2018S1;47
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2017S2;47
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2017S1;32
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2016S2;29
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2016S1;45
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2015S2;35
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2015S1;39
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2014S2;33
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2014S1;21
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2013S2;27
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2013S1;20
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2012S2;18
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2012S1;23
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2011S2;18
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2011S1;18
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2010S2;11
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2010S1;9
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2009S2;23
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2009S1;20
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2008S2;21
Ambos sexos;De 20 a 24 años;España;Total;Países Bajos;2008S1;27
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2021S1;7
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2020S2;10
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2020S1;9
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2019S2;14
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2019S1;10
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2018S2;7
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2018S1;6
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2017S2;5
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2017S1;10
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2016S2;10
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2016S1;7
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2015S2;4
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2015S1;9
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2014S2;3
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2014S1;2
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2013S2;7
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2013S1;1
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2012S2;2
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2012S1;2
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2011S2;2
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2011S1;0
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2010S2;1
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2010S1;2
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2009S2;0
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2009S1;1
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2008S2;0
Ambos sexos;De 20 a 24 años;España;Total;Polonia;2008S1;0
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2021S1;10
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2020S2;15
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2020S1;13
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2019S2;20
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2019S1;16
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2018S2;12
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2018S1;15
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2017S2;15
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2017S1;18
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2016S2;19
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2016S1;16
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2015S2;14
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2015S1;13
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2014S2;15
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2014S1;22
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2013S2;16
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2013S1;15
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2012S2;14
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2012S1;12
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2011S2;24
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2011S1;21
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2010S2;21
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2010S1;7
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2009S2;17
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2009S1;19
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2008S2;14
Ambos sexos;De 20 a 24 años;España;Total;Portugal;2008S1;13
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2021S1;146
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2020S2;86
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2020S1;138
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2019S2;171
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2019S1;147
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2018S2;145
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2018S1;153
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2017S2;161
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2017S1;188
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2016S2;264
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2016S1;230
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2015S2;262
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2015S1;238
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2014S2;237
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2014S1;228
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2013S2;203
Ambos sexos;De 20 a 24 años;España;Total;Alemania;2013S1;190
