"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2016","2016",91.7,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2017","2017",96.4,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2018","2018",100.6,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2019","2019",104.6,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2020","2020",109.3,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2000","2000",72.7,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2001","2001",77.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2002","2002",83.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2003","2003",83.7,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2004","2004",86.3,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2005","2005",89.9,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2006","2006",99.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2007","2007",91.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2008","2008",103.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2009","2009",102.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2010","2010",105.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2011","2011",97.6,"B; D","Break; Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2012","2012",96.2,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2013","2013",98.3,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2014","2014",94.7,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2015","2015",99.5,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2016","2016",107,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2017","2017",111.7,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2018","2018",108.5,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2019","2019",111.9,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2020","2020",118.9,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2011","2011",164.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2012","2012",155.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2013","2013",163.8,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2014","2014",174.1,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2015","2015",183.4,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2016","2016",190.1,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2017","2017",125.7,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2018","2018",129.9,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2019","2019",135.7,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2020","2020",134.8,"E","Estimated value"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2008","2008",26.8,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2009","2009",73.2,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2010","2010",80.1,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2011","2011",86.1,"B","Break"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2012","2012",86.8,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2013","2013",90.1,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2014","2014",96.2,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2015","2015",87.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2016","2016",79.9,"B","Break"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2017","2017",81.4,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2018","2018",83.9,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2019","2019",85.2,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2008","2008",94.1,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2009","2009",100.5,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2010","2010",105.9,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2011","2011",109.5,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2012","2012",116.6,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2013","2013",118.8,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2014","2014",125.9,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2015","2015",127.7,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2016","2016",138.7,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2017","2017",152.1,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2018","2018",161,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2019","2019",167.5,"D; P","Difference in methodology; Provisional value"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2020","2020",170.5,"D; P","Difference in methodology; Provisional value"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2002","2002",92.8,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2003","2003",99.5,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2004","2004",102.9,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2005","2005",109.5,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2006","2006",120.5,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2007","2007",118.4,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2008","2008",121.9,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2009","2009",123.8,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2010","2010",126.2,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2011","2011",129.2,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2012","2012",131.8,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2013","2013",133,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2014","2014",134.6,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2015","2015",135.4,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2016","2016",137.8,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2017","2017",141.4,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2018","2018",143.2,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2019","2019",142,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2000","2000",87.2,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2001","2001",94.2,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2002","2002",103.2,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2003","2003",108.9,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2004","2004",114.4,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2005","2005",119.1,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2006","2006",121.3,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2007","2007",125.8,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2008","2008",130.2,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2009","2009",133.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2010","2010",136.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2011","2011",138.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2012","2012",141.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2013","2013",143.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2014","2014",141.1,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2015","2015",140,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2016","2016",143.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2017","2017",144.8,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2018","2018",148.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2019","2019",151.2,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2020","2020",152.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2000","2000",85.9,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2001","2001",80.2,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2002","2002",79.5,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2003","2003",71,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2004","2004",73.7,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2005","2005",77,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2006","2006",80.8,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2007","2007",89.3,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2008","2008",91.2,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2009","2009",91.9,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2010","2010",93.3,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2011","2011",95.7,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2012","2012",88.2,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2013","2013",83.7,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2014","2014",85.6,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2015","2015",87.4,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2016","2016",90.5,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2017","2017",90.3,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2018","2018",93.3,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2019","2019",94.7,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","PRT","Portugal","2020","2020",93.7,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2000","2000",89.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2001","2001",96,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2002","2002",103.9,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2003","2003",101,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2004","2004",98,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2005","2005",115.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2006","2006",125.3,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2007","2007",130.9,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2008","2008",134.1,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2009","2009",129.7,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2010","2010",133.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2011","2011",134.3,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2012","2012",128.7,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2013","2013",143.3,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2014","2014",149.3,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2015","2015",155.9,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2016","2016",289,"B","Break"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2017","2017",288,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2018","2018",290,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SVK","Slovak Republic","2019","2019",334.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2004","2004",81.5,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2005","2005",88.3,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2006","2006",94.6,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2007","2007",101.3,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2008","2008",104.6,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2009","2009",108.3,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2010","2010",120.8,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2011","2011",123.9,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2012","2012",125.2,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2013","2013",123.6,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2014","2014",133.2,"B; D","Break; Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2015","2015",137.3,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2016","2016",149.8,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2017","2017",159.8,"D","Difference in methodology"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2018","2018",170.5,"B","Break"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2019","2019",177,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ESP","Spain","2020","2020",177.3,"P","Provisional value"
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2000","2000",220.1,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2001","2001",242.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2002","2002",260.3,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2003","2003",273.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2004","2004",285.8,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2005","2005",293.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2006","2006",306.8,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2007","2007",320,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2008","2008",329.3,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2009","2009",338.5,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2010","2010",338.2,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2011","2011",334,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2012","2012",306.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2013","2013",284.4,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2014","2014",266.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2015","2015",258.4,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2016","2016",256.3,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2017","2017",251.7,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2018","2018",235,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2019","2019",229.6,,
"PHARBLOO","B-Blood and blood forming organs","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","SWE","Sweden","2020","2020",224.6,,
